city,state_id,lat,lng,population,zips
Maumee,OH,41.5696,-83.6636,13765,43537
Auburn,CA,38.895,-121.0777,13758,95603
Snoqualmie,WA,47.5293,-121.8412,13750,98065
Flower Hill,MD,39.1676,-77.1824,13743,20879 20883
Azle,TX,32.8955,-97.5379,13734,76020 76098
Ephrata,PA,40.1811,-76.1812,13729,17522
Cayce,SC,33.9459,-81.0429,13718,29209 29172 29033 29201
Isla Vista,CA,34.4128,-119.8614,13717,93117
Plover,WI,44.4615,-89.5382,13713,54467 54492
Cornelius,OR,45.5188,-123.051,13700,97113
Marshall,MO,39.1147,-93.201,13699,65340
Cheval,FL,28.1459,-82.5184,13694,33558
Mercerville,NJ,40.236,-74.6917,13693,08690 08619
Royal Kunia,HI,21.4053,-158.0318,13687,96797
East Islip,NY,40.7257,-73.1869,13687,11730
Shorewood,WI,43.0913,-87.8864,13682,53211
St. James,NY,40.8761,-73.1521,13680,11780
Bardstown,KY,37.8175,-85.455,13673,40004
East Cleveland,OH,41.5317,-81.5794,13666,44112
Beaufort,SC,32.4597,-80.7235,13660,29902 29904 29906 29941 29901
Brecksville,OH,41.3079,-81.6192,13656,44141
Oak Park,CA,34.185,-118.7669,13656,91377
Lewisville,NC,36.103,-80.4166,13655,27023 27040
Sunset,FL,25.706,-80.353,13652,33173
Marion,AR,35.2035,-90.2059,13641,72364
Carnot-Moon,PA,40.5187,-80.2178,13639,15108
Grantsville,UT,40.6148,-112.4777,13637,84029
Moberly,MO,39.4179,-92.4364,13634,65270
Port Neches,TX,29.9765,-93.9459,13627,77651
Speedway,IN,39.7937,-86.2481,13622,46224 46222
Seabrook,TX,29.5751,-95.0235,13617,77586
Norwalk,IA,41.4895,-93.6913,13610,50211 50061
Hockessin,DE,39.7837,-75.6815,13608,19707 19736
Miami Springs,FL,25.8195,-80.2894,13606,33166 33011
South Charleston,WV,38.3426,-81.7155,13594,25309 25303 25389
Warrensville Heights,OH,41.4363,-81.5222,13585,44128 44122
Martinsville,VA,36.6826,-79.8636,13584,24112 24113 24114 24115
Fruita,CO,39.1548,-108.7305,13578,81521
Villas,FL,26.5504,-81.8678,13578,33912 33907
New Providence,NJ,40.6996,-74.4035,13577,07974
Echelon,NJ,39.8482,-74.9957,13577,08043
Montgomeryville,PA,40.2502,-75.2405,13572,18936 19446 19454
Groveton,VA,38.7605,-77.098,13563,22306 22307
New Carrollton,MD,38.9656,-76.8775,13544,20784
Powell,TN,36.0358,-84.0296,13544,37849
Vinings,GA,33.8608,-84.4686,13538,30339
Eatontown,NJ,40.2913,-74.0558,13537,07703 07724
Glen Carbon,IL,38.758,-89.9822,13521,62034
Beeville,TX,28.4053,-97.749,13518,78102
King City,CA,36.2164,-121.133,13512,93930
Vineyard,UT,40.3059,-111.7545,13510,84059
University Heights,OH,41.4948,-81.535,13508,44118
Storrs,CT,41.8083,-72.2514,13502,06269 06268
Hazel Crest,IL,41.5732,-87.6899,13493,60429
Lamont,CA,35.2659,-118.9159,13481,93307 93241
Lake Los Angeles,CA,34.6097,-117.8339,13479,93535 93591
Los Alamos,NM,35.8927,-106.2862,13471,87544 87545
Weddington,NC,35.0228,-80.7383,13468,28104 28173
Troy,MO,38.9708,-90.9714,13467,63379
Asbury Lake,FL,30.0472,-81.7853,13465,32043 32067
Auburn,IN,41.3666,-85.0559,13464,46706
Irondale,AL,33.5439,-86.6606,13462,35210 35015
Harrison,OH,39.2584,-84.7868,13460,45030
Endicott,NY,42.098,-76.0639,13456,13760 13737 13761 13763
Trophy Club,TX,33.004,-97.1899,13454,76262
Palmetto,FL,27.5251,-82.5749,13449,34221 34220
Kilgore,TX,32.398,-94.8602,13444,75662 75663
Avenal,CA,36.0311,-120.1162,13441,93204 93239
Woodinville,WA,47.757,-122.1477,13440,98072
Lexington Park,MD,38.2528,-76.4424,13419,20653
Andrews,TX,32.3207,-102.552,13416,79714
Canton,IL,40.5632,-90.0409,13408,61520
Lincoln,IL,40.1508,-89.372,13406,62656
Rogers,MN,45.1865,-93.5783,13405,55374
Brock Hall,MD,38.8604,-76.7459,13400,20774 20772
Joppatowne,MD,39.4181,-76.3516,13397,21085
Jupiter Farms,FL,26.9222,-80.2189,13394,33478
Salisbury,NY,40.7454,-73.5604,13388,11590
Englewood,OH,39.8643,-84.307,13388,45315 45322
Moody,AL,33.5986,-86.4963,13378,35004 35094 35173 35120
Blue Ash,OH,39.248,-84.3827,13374,45241 45242 45236
Pottsville,PA,40.6798,-76.2091,13374,17901
Sault Ste. Marie,MI,46.4817,-84.3723,13373,49783
Chino Valley,AZ,34.7594,-112.412,13372,86323
Washington,PA,40.1741,-80.2465,13361,15301
Lake Forest Park,WA,47.7574,-122.2864,13356,98155
Pell City,AL,33.561,-86.2669,13353,35125 35128
Western Springs,IL,41.8023,-87.9006,13353,60558
Atlantic Beach,FL,30.3375,-81.4127,13353,32233
Henderson,TX,32.1576,-94.796,13348,75652 75654 75653
Conway,FL,28.4968,-81.3316,13346,32806 32812
Harrison,WI,44.1935,-88.2941,13345,54952 54169 54130 54915 54129
Nesconset,NY,40.8467,-73.1522,13344,11767 11787
Steamboat Springs,CO,40.4777,-106.8243,13341,80487
Bonita,CA,32.6651,-117.0296,13336,91910 91902
Kingston,PA,41.2652,-75.8876,13333,18704
Franklin Park,NJ,40.4439,-74.5431,13327,08823 08873
North Fair Oaks,CA,37.4754,-122.2034,13327,94025 94063
Portland,TN,36.5921,-86.5239,13325,37148
Bexley,OH,39.965,-82.9343,13324,43209
Coatesville,PA,39.9849,-75.82,13323,19320
South Daytona,FL,29.1657,-81.0055,13322,32119
Butler,PA,40.8616,-79.8962,13306,16001 16003
Trenton,OH,39.4792,-84.462,13304,45067
Callaway,FL,30.1349,-85.5568,13297,32404
Marietta,OH,39.4241,-81.4465,13282,45750
Kings Park West,VA,38.8151,-77.296,13281,22032
Loveland,OH,39.2677,-84.2733,13280,45140
Hawaiian Paradise Park,HI,19.5828,-154.9695,13273,96749
Sterling,CO,40.6205,-103.1925,13273,80751
Clayton,OH,39.8689,-84.3292,13269,45315 45322 45415
Tega Cay,SC,35.039,-81.0111,13267,29708
Huntington,VA,38.7916,-77.074,13250,22303
Connersville,IN,39.6582,-85.141,13241,47331
Fernandina Beach,FL,30.6571,-81.4511,13239,32034 32035
Star,ID,43.7026,-116.4914,13231,83669
La Grange Park,IL,41.8308,-87.8723,13227,60526
Accokeek,MD,38.6745,-77.0023,13226,20601 20607
Waconia,MN,44.8422,-93.7896,13223,55387
California,MD,38.2969,-76.4949,13223,20653 20619 20634
Newton,NC,35.663,-81.2335,13223,28658
Harrison,AR,36.2438,-93.1198,13217,72601 72602
El Sobrante,CA,33.8724,-117.4624,13206,92503
Orangeburg,SC,33.4928,-80.8671,13189,29118 29117 29115
Green Valley,MD,39.3414,-77.24,13187,21770 21771 21754
Olympia Heights,FL,25.724,-80.3388,13179,33165 33155
Lincolnwood,IL,42.0054,-87.733,13179,60712
River Ridge,LA,29.9593,-90.2202,13170,70123 70183
Ridgefield Park,NJ,40.8543,-74.0201,13167,07660
Dorado,PR,18.4657,-66.2726,13151,00646
Celebration,FL,28.3102,-81.551,13150,34747
Cypress Lake,FL,26.5392,-81.8999,13145,33919
Webb City,MO,37.1412,-94.4676,13139,64870
Dardenne Prairie,MO,38.7565,-90.7319,13137,63368
Superior,CO,39.934,-105.1588,13136,80027
Florham Park,NJ,40.7773,-74.3953,13134,07961 07932
Glendale,WI,43.1287,-87.9277,13134,53209 53217 53212
Mount Vernon,VA,38.714,-77.1043,13120,22309 22121
Las Vegas,NM,35.6011,-105.2206,13120,87701
Soddy-Daisy,TN,35.2571,-85.1739,13117,37343 37379 37384
Lake Station,IN,41.5729,-87.2599,13109,46405
Mountain Park,GA,33.8458,-84.1314,13102,30047 30087
Carpinteria,CA,34.3962,-119.5118,13100,93013 93014
Dover,OH,40.5304,-81.4806,13094,44622
Cambridge,MD,38.5515,-76.0787,13094,21613
North Palm Beach,FL,26.8217,-80.0576,13089,33408
Viera East,FL,28.2613,-80.7149,13082,32955 32940 32923 32924
Grand Terrace,CA,34.0312,-117.3132,13069,92313
Stoughton,WI,42.9237,-89.2225,13063,53589
La Grande,OR,45.3242,-118.0865,13059,97850
Claremont,NH,43.379,-72.3368,13054,03743
Fords,NJ,40.5359,-74.3126,13052,08863
Palos Verdes Estates,CA,33.7872,-118.3973,13047,90274
Linganore,MD,39.4127,-77.3014,13044,21774
Mango,FL,27.9914,-82.307,13037,33610 33550 33584
D'Iberville,MS,30.4709,-88.9011,13033,39540
Tomball,TX,30.0951,-95.6194,13032,77375 77377
Smyrna,DE,39.2935,-75.6083,13031,19977
Blytheville,AR,35.9321,-89.9051,13026,72315 72316
Mountain Home,AR,36.3351,-92.384,13021,72653 72654
Sharon,PA,41.234,-80.4998,13019,16146
Athens,TX,32.2041,-95.8321,13013,75751 75752
West Carrollton,OH,39.6701,-84.2542,13008,45449 45342
Suamico,WI,44.6354,-88.0683,13003,54173 54313
Wimauma,FL,27.6964,-82.3034,13003,33598
Holly Hill,FL,29.2442,-81.0465,13002,32117 32125
Mounds View,MN,45.1071,-93.2076,12992,55112
Festus,MO,38.2194,-90.4097,12965,63028
Miami,OK,36.8878,-94.8711,12960,74354 74355
Bedford,OH,41.3919,-81.536,12960,44146
Somerville,NJ,40.5696,-74.6092,12958,08876
Ionia,MI,42.9773,-85.0727,12950,48846
Newcastle,WA,47.5304,-122.1633,12945,98059 98056
Rochester,MI,42.6866,-83.1198,12939,48307 48308
Avocado Heights,CA,34.0391,-117.997,12934,91746 90601
Sugarland Run,VA,39.0309,-77.3762,12920,20164
Greenville,WI,44.3003,-88.5365,12911,54942 54944 54914
Waianae,HI,21.4568,-158.1758,12907,96792
Bloomsburg,PA,41.0027,-76.4561,12906,17815
Jennings,MO,38.7231,-90.2644,12900,63136
Holiday City-Berkeley,NJ,39.9639,-74.2787,12896,08757
El Dorado,KS,37.821,-96.8613,12882,67042
Manvel,TX,29.4798,-95.3635,12873,77578
Lakeland South,WA,47.2786,-122.2826,12869,98001 98003
St. Ann,MO,38.7266,-90.3872,12865,63074
Red Bank,NJ,40.348,-74.0672,12864,07701
Neosho,MO,36.8437,-94.3758,12857,64850
Larkspur,CA,37.9393,-122.5312,12856,94939 94904 94977
Pasadena Hills,FL,28.2881,-82.238,12848,33525 33541 33545 33539
Byram,MS,32.189,-90.2861,12847,39272 39212
Lakeside,VA,37.6132,-77.4768,12845,23228
Solana Beach,CA,32.9943,-117.2574,12841,92075 92014
West Monroe,LA,32.512,-92.1513,12837,71291 71292 71294
Timberlake,VA,37.3167,-79.2481,12833,24551 24550 24502
Cheney,WA,47.4901,-117.579,12830,99004
Santa Fe,TX,29.3889,-95.1003,12828,77517 77510
Stony Brook,NY,40.9061,-73.1278,12827,11790
Forrest City,AR,35.0135,-90.7931,12826,72335 72336
Amherst,OH,41.4022,-82.2303,12796,44001
Florida City,FL,25.4418,-80.4685,12791,33034 33035
Vadnais Heights,MN,45.057,-93.0748,12789,55127 55110
Woodhaven,MI,42.132,-83.2374,12761,48183
Branson,MO,36.6509,-93.2636,12760,65616 65615
Emeryville,CA,37.8382,-122.2932,12756,94608 94662
Greenville,OH,40.1043,-84.6209,12748,45331
Gonzales,LA,30.2132,-90.9234,12748,70737
Sandy,OR,45.3988,-122.2697,12738,97055
Manorville,NY,40.8574,-72.7915,12737,11949
Highland City,FL,27.9633,-81.8781,12732,33830 33812 33813 33846
Meadville,PA,41.6476,-80.1468,12723,16335 16388
San Anselmo,CA,37.9821,-122.5699,12711,94960 94978 94979
Oatfield,OR,45.4125,-122.594,12709,97222 97267
Marysville,CA,39.1518,-121.5835,12703,95901
Oakland,NJ,41.0313,-74.2408,12700,07436
Kelso,WA,46.1236,-122.8909,12697,98626 98632
Jerome,ID,42.7179,-114.5159,12689,83338
Grover Beach,CA,35.1204,-120.6197,12687,93433 93483
Tucson Estates,AZ,32.1792,-111.1266,12687,85713 85735
Edgewood,WA,47.2309,-122.2832,12683,98371 98372
Fostoria,OH,41.16,-83.4121,12671,44830
Sarasota Springs,FL,27.3087,-82.4746,12669,34232
Robinson,TX,31.4501,-97.1201,12668,76655 76706 76716
Eufaula,AL,31.9102,-85.1505,12664,36027 36072
Enumclaw,WA,47.2018,-121.9897,12663,98022
Verde Village,AZ,34.7119,-111.9941,12662,86326
Canóvanas,PR,18.3693,-65.9009,12662,00729
North Adams,MA,42.6844,-73.1166,12660,01247
Manchester,TN,35.463,-86.0774,12651,37355 37349
Claiborne,LA,32.5379,-92.1981,12647,71291
Diamond Springs,CA,38.692,-120.8391,12642,95667 95623 95619
Wickliffe,OH,41.6072,-81.469,12639,44092
Wilmington,OH,39.4362,-83.8141,12637,45177
Sedro-Woolley,WA,48.5112,-122.2321,12633,98284
Ottawa,KS,38.5996,-95.2636,12632,66067
Minooka,IL,41.4507,-88.2791,12632,60447
Blackfoot,ID,43.194,-112.3454,12628,83221
Paradise Valley,AZ,33.5434,-111.9595,12621,85253
Saddlebrooke,AZ,32.5576,-110.874,12616,85623 85739
Brown Deer,WI,43.1743,-87.975,12615,53209 53223
St. Marys,PA,41.4574,-78.5342,12612,15857
Gaffney,SC,35.0743,-81.6552,12612,29340 29341
Fulton,MO,38.8551,-91.951,12611,65251
Boiling Springs,SC,35.045,-81.9779,12609,29316
Riviera Beach,MD,39.1623,-76.5257,12608,21122 21226
Lewisburg,TN,35.451,-86.7901,12607,37091
Melvindale,MI,42.2802,-83.1782,12605,48122
Goldenrod,FL,28.6114,-81.2916,12603,32792
Lansdowne,VA,39.0844,-77.4839,12603,20147 20176
Dunkirk,NY,42.4801,-79.3324,12597,14048
Guymon,OK,36.6903,-101.4774,12596,73942
Kingsburg,CA,36.5244,-119.5602,12589,93631
Lantana,TX,33.0926,-97.1214,12583,76226
Cloquet,MN,46.7221,-92.4923,12582,55720
Richton Park,IL,41.4816,-87.7387,12576,60471 60443
Ridgefield,WA,45.8114,-122.7051,12576,98642
Geneva,NY,42.8645,-76.9826,12573,14456
Castle Pines,CO,39.4625,-104.8706,12573,80108
Lindsay,CA,36.2082,-119.0897,12572,93247
Port Washington,WI,43.3846,-87.8855,12569,53074 53024
Levelland,TX,33.5806,-102.3635,12565,79336 79338
Parker,SC,34.8513,-82.4512,12564,29617 29611
Union,MO,38.4399,-90.9927,12560,63084
Poquoson,VA,37.1318,-76.3568,12556,23662
Artesia,NM,32.8497,-104.4268,12555,88210 88211
Mendota,CA,36.7555,-120.3776,12554,93640
Spearfish,SD,44.4909,-103.8155,12551,57783 57799
Cottonwood,AZ,34.7195,-112.0016,12547,86326 86336 86324
Northlake,IL,41.9142,-87.9054,12547,60164
North Merrick,NY,40.6871,-73.5615,12544,11566
Rantoul,IL,40.3031,-88.1549,12515,61866
North St. Paul,MN,45.0137,-92.9995,12511,55109
Winnetka,IL,42.1064,-87.7421,12508,60093
Ridge,NY,40.9068,-72.8816,12506,11961
Baraboo,WI,43.4695,-89.7376,12506,53913
Lake Elmo,MN,44.9944,-92.9031,12504,55042
Lake Norman of Catawba,NC,35.5995,-80.984,12496,28117
Big Bear City,CA,34.2536,-116.7903,12493,92314 92386
Fort Atkinson,WI,42.9253,-88.8442,12490,53538
Cascades,VA,39.0464,-77.3874,12489,20165
Gold Canyon,AZ,33.3639,-111.423,12488,85118
Grenada,MS,33.7816,-89.813,12484,38901 38902 38960
Annapolis Neck,MD,38.9409,-76.4997,12484,21403
Garden City,ID,43.6526,-116.2743,12483,83714 83711
Amelia,OH,39.0269,-84.2218,12482,45102
Forest,VA,37.3728,-79.2831,12476,24551
Doctor Phillips,FL,28.4474,-81.4914,12458,32836 32819
Box Elder,SD,44.112,-103.0818,12457,57706 57719
Jensen Beach,FL,27.2437,-80.2423,12456,34957
Boone,IA,42.0531,-93.877,12445,50036 50037 50099
Liberty Lake,WA,47.6686,-117.1036,12435,99019 99016
Newington Forest,VA,38.737,-77.2339,12434,22153
Overlea,MD,39.3642,-76.5175,12430,21236 21234 21206
Fortuna,CA,40.5862,-124.1419,12413,95540
Lake City,FL,30.1901,-82.6471,12404,32055 32025 32056
Myrtle Grove,NC,34.123,-77.8834,12404,28409
Borger,TX,35.6598,-101.4012,12398,79007
Sylacauga,AL,33.178,-86.2605,12388,35151 35150
Conneaut,OH,41.9275,-80.5685,12378,44030
Escanaba,MI,45.7477,-87.09,12374,49829
Justice,IL,41.7495,-87.8345,12372,60458
Eureka,MO,38.5004,-90.6491,12371,63025 63069
Valley Falls,RI,41.9233,-71.3924,12370,02864
Patchogue,NY,40.7621,-73.0185,12368,11772
Tehachapi,CA,35.1276,-118.4744,12366,93581 93561
Lake Tapps,WA,47.2307,-122.1695,12360,98391
Derby,CT,41.3265,-73.0833,12359,06418
Manchester,VA,37.4902,-77.5396,12347,23225 23235 23236
West Plains,MO,36.7377,-91.868,12341,65775
Mapleton,UT,40.1188,-111.5742,12340,84664 84660
Río Grande,PR,18.3789,-65.8388,12325,00745
Baker,LA,30.5832,-91.1582,12322,70714 70704
Cedarburg,WI,43.299,-87.9887,12317,53012
Jefferson Hills,PA,40.2926,-79.9329,12313,15025 15332
Newman,CA,37.3156,-121.0212,12299,95360
Crestwood,MO,38.5569,-90.3783,12298,63126 63123
Fairfax Station,VA,38.7942,-77.3358,12298,22030 22032 22039
Webster,TX,29.5317,-95.1188,12283,77598 77058
Nanakuli,HI,21.3892,-158.1445,12282,96792
Camp Verde,AZ,34.569,-111.856,12282,86322
Kewanee,IL,41.2399,-89.9264,12280,61443
Upper Montclair,NJ,40.8433,-74.2006,12279,07043
San Marino,CA,34.1224,-118.1132,12279,91108 91118
Madison,IN,38.7581,-85.3973,12277,47250
Streator,IL,41.1245,-88.8297,12274,61364
Grafton,WI,43.3204,-87.948,12274,53024
Herrin,IL,37.7983,-89.0305,12271,62948 62933
Riverview,MI,42.1723,-83.1946,12269,48193
Crossville,TN,35.9526,-85.0295,12265,38571 38555
Effingham,IL,39.1205,-88.5509,12258,62401
East Renton Highlands,WA,47.4718,-122.0854,12241,98027 98059 98038
Newcastle,OK,35.2401,-97.5995,12238,73072 73065
Maili,HI,21.4133,-158.1701,12236,96792
Beatrice,NE,40.2736,-96.7455,12233,68310
Leeds,AL,33.5436,-86.5639,12221,35094 35173
El Campo,TX,29.2,-96.2723,12220,77437
Choctaw,OK,35.4802,-97.2666,12208,73020
Rosaryville,MD,38.7672,-76.8266,12206,20623 20772
Monfort Heights,OH,39.1823,-84.6075,12203,45211 45247 45239
McComb,MS,31.2442,-90.4716,12202,39648 39649
Gig Harbor,WA,47.3352,-122.5964,12202,98332 98335
Milford,DE,38.9091,-75.4227,12193,19963
Washington,IN,38.6586,-87.1591,12192,47501
Gardnerville Ranchos,NV,38.8957,-119.7492,12185,89460
Tamalpais-Homestead Valley,CA,37.8793,-122.5382,12153,94941
Macedonia,OH,41.3147,-81.4989,12142,44056
Scotts Valley,CA,37.0555,-122.0118,12138,95066
Gardere,LA,30.3582,-91.1346,12130,70820 70810
Richmond,TX,29.5824,-95.7563,12117,77406 77469
Big Lake,MN,45.3417,-93.7434,12115,55309
Somerset,KY,37.0834,-84.6109,12108,42503 42501 42502 42564
Dent,OH,39.1915,-84.6601,12097,45248 45247 45002
Yeadon,PA,39.9325,-75.2527,12091,19050
St. Peter,MN,44.3295,-93.9658,12085,56082
Wyndham,VA,37.6924,-77.6123,12084,23059
Glen Rock,NJ,40.9601,-74.125,12082,07452
Minnehaha,WA,45.6577,-122.6204,12080,98661
Finneytown,OH,39.2159,-84.5144,12079,45224 45231
Commerce,CA,33.9963,-118.1519,12072,90040 90022 90023 90091
New Kensington,PA,40.5712,-79.7523,12072,15068 15069
Key Largo,FL,25.1224,-80.412,12069,33037
Hasbrouck Heights,NJ,40.8618,-74.0741,12067,07604
Moss Point,MS,30.4241,-88.5289,12066,39563 39552
Somersworth,NH,43.2534,-70.8856,12060,03878
New Baltimore,MI,42.6904,-82.7398,12060,48047
Prairie Ridge,WA,47.1438,-122.1408,12054,98391 98385
Oak Grove,SC,33.978,-81.1468,12031,29073 29170
Ocean Pines,MD,38.3851,-75.1487,12028,21811
Wakefield,VA,38.823,-77.2406,12024,22003 22158
River Edge,NJ,40.9269,-74.0387,12024,07661
Bound Brook,NJ,40.5676,-74.5383,12023,08805
Portales,NM,34.1754,-103.3565,12023,88130
Honeygo,MD,39.4055,-76.4282,12022,21128 21162
Hornsby Bend,TX,30.2388,-97.5899,12021,78725 78724
Westphalia,MD,38.8356,-76.8298,12020,20774 20772
Goulds,FL,25.5614,-80.388,12019,33170
Martinsville,NJ,40.603,-74.5751,12016,08836 08805 08807
Weatherford,OK,35.538,-98.6853,12014,73096
Shady Hills,FL,28.4042,-82.5468,12012,34610
Centralia,IL,38.5224,-89.1232,12009,62801
Fort Bliss,TX,31.8396,-106.3747,12009,79906 79908 79938 79916 79918 88510 88511 88512 88513 88514 88515 88517 88518 88519 88520 88521 88523 88524 88525 88526 88527 88528 88529 88530 88531 88532 88533 88534 88535 88536 88538 88539 88587 88589
Port Wentworth,GA,32.1951,-81.1991,11997,31407
East Bethel,MN,45.3557,-93.2038,11995,55092 55011 55005
Pike Creek Valley,DE,39.7294,-75.6989,11992,19808 19711
Archdale,NC,35.9032,-79.9591,11992,27370 27263
Gladstone,OR,45.3864,-122.5934,11986,97027
Woodward,OK,36.4247,-99.4058,11976,73801 73802
Inwood,NY,40.6219,-73.7506,11964,11559 11096
Poulsbo,WA,47.7417,-122.6407,11962,98370
Red Bank,TN,35.1117,-85.2962,11960,37415 37405
Lanham,MD,38.962,-76.8421,11956,20706
Fenton,MI,42.7994,-83.7144,11950,48430
Little Chute,WI,44.2906,-88.3208,11930,54140 54913 54911
South Miami,FL,25.7079,-80.2952,11926,33143 33155 33243
Stuarts Draft,VA,38.0188,-79.0354,11920,24477
Martinsville,IN,39.4149,-86.4316,11913,46151
Show Low,AZ,34.2671,-110.0384,11913,85901
Middleburg,FL,30.0502,-81.9011,11911,32068 32050
Arkansas City,KS,37.0726,-97.0385,11909,67005
Rossmoor,CA,33.7887,-118.0803,11895,90720
Mount Sinai,NY,40.9372,-73.0179,11876,11766
Laurel,FL,27.1507,-82.4534,11868,34275 34272 34274
Dranesville,VA,38.9955,-77.3693,11860,20170
Robertsville,NJ,40.3395,-74.2939,11859,07751 07726 07746
Elizabethtown,PA,40.1533,-76.599,11857,17022
Mountain Top,PA,41.1353,-75.9045,11856,18707
Lantana,FL,26.5834,-80.0564,11845,33462 33464
Picayune,MS,30.5322,-89.6724,11839,39466 39463
Niles,MI,41.8346,-86.2473,11838,49120
Lawrenceburg,KY,38.0332,-84.9031,11838,40342
Wallington,NJ,40.8536,-74.1069,11825,07057
Westview,FL,25.8825,-80.2415,11823,33167
Endwell,NY,42.1184,-76.0219,11821,13760 13762
Palos Heights,IL,41.6637,-87.7958,11817,60463
Middle Valley,TN,35.1877,-85.1959,11808,37343
Richfield,WI,43.2372,-88.2413,11806,53076 53033 53017
Salem,OH,40.9049,-80.8492,11805,44460
Hartsville,TN,36.3921,-86.1568,11805,37022 37074 37057 37031
Evanston,WY,41.2602,-110.9646,11803,82930
Vermillion,SD,42.7811,-96.9256,11800,57069
Irmo,SC,34.1018,-81.1956,11799,29212 29063
Smithfield,NC,35.5133,-78.3495,11798,27577
Sussex,WI,43.1346,-88.2226,11795,53089
Destrehan,LA,29.9626,-90.3676,11786,70047
Los Alamitos,CA,33.7971,-118.0592,11784,90720 90721
Woodmere,LA,29.8493,-90.0751,11775,70058
Largo,MD,38.88,-76.8289,11753,20774
Tarrytown,NY,41.0647,-73.8672,11752,10591
View Park-Windsor Hills,CA,33.9955,-118.3483,11744,90008 90043 90056
Miller Place,NY,40.9374,-72.9864,11743,11764
The Pinery,CO,39.4462,-104.7591,11740,80134
James Island,SC,32.7353,-79.9394,11738,29412
Gulfport,FL,27.7463,-82.7099,11735,33707
Lawrenceburg,TN,35.2497,-87.3325,11732,38464
Winfield,KS,37.274,-96.95,11731,67156 67019
College,AK,64.8694,-147.8216,11730,99709 99775
Ontario,OR,44.0259,-116.976,11728,97914
Emmaus,PA,40.5352,-75.4978,11727,18049 18098 18099
Burley,ID,42.5379,-113.7926,11721,83318
Douglas,GA,31.5065,-82.8544,11720,31533 31535 31534
North Wantagh,NY,40.6983,-73.5086,11716,11793 11783
Medulla,FL,27.957,-81.9866,11712,33811 33813 33807
Berthoud,CO,40.3071,-105.0426,11684,80534 80513
Green River,WY,41.5127,-109.471,11679,82935
Bellmawr,NJ,39.8666,-75.0941,11678,08031 08099
Friendly,MD,38.7601,-76.9642,11673,20744
Franklin,OH,39.5538,-84.2952,11670,45005
Lakeland Highlands,FL,27.9572,-81.9496,11669,33813
Granbury,TX,32.4475,-97.7702,11665,76048 76049
Davenport,FL,28.1587,-81.6083,11660,33844 33837 33836
Lower Burrell,PA,40.5818,-79.7141,11659,15068
Brookhaven,MS,31.5803,-90.4432,11656,39601 39603
Mendota Heights,MN,44.8815,-93.14,11644,55120 55118 55150
Hamilton Square,NJ,40.2248,-74.6526,11643,08690 08691
South Yarmouth,MA,41.6692,-70.2005,11642,02673 02664
Guttenberg,NJ,40.7928,-74.0049,11638,07093
Alcoa,TN,35.8076,-83.9753,11635,37701 37777 37804
University of California-Santa Barbara,CA,34.4151,-119.8568,11634,93117 93106 93107
Seven Hills,OH,41.3803,-81.6736,11628,44131
Miami Shores,FL,25.867,-80.1779,11627,33141 33138 33153
Plano,IL,41.6757,-88.5293,11626,60545
Bucyrus,OH,40.8054,-82.9719,11619,44820
Alum Rock,CA,37.3694,-121.8238,11619,95127
Yorktown,IN,40.183,-85.5123,11617,47334 47396 47304
Spring Lake,NC,35.1843,-78.9962,11613,28307 28308 28390 28310
Georgetown,GA,31.9849,-81.226,11606,31419
Town and Country,MO,38.6317,-90.479,11605,63017 63141 63131
Minden,LA,32.6187,-93.2762,11604,71055 71058
Ringwood,NJ,41.1065,-74.2749,11600,07456
New Baltimore,VA,38.7495,-77.7151,11595,20187
Lindon,UT,40.3414,-111.7187,11594,84042
Lakeland Village,CA,33.648,-117.3706,11587,92530
Wendell,NC,35.7819,-78.3952,11585,27591
Greensburg,IN,39.3518,-85.5028,11585,47240
Norton,OH,41.0294,-81.6461,11576,44203
Covington,LA,30.481,-90.1122,11568,70433
Signal Hill,CA,33.803,-118.1681,11563,90755
West Point,UT,41.122,-112.0995,11559,84015
Crowley,LA,30.2175,-92.3752,11554,70526 70527
Roma,TX,26.4166,-99.0061,11543,78584
Wellington,CO,40.7,-105.0054,11538,80549
Campbellsville,KY,37.3445,-85.3511,11523,42718 42719
Fort Morgan,CO,40.2537,-103.7903,11521,80701
Caño Martin Peña,PR,18.4309,-66.0507,11508,00917 00915
Lincolnton,NC,35.4748,-81.2386,11503,28092 28093
La Riviera,CA,38.5683,-121.3544,11503,95827 95826
Oskaloosa,IA,41.2922,-92.6404,11492,52577
Four Corners,TX,29.6705,-95.6596,11490,77498 77083
Woods Cross,UT,40.8731,-111.917,11490,84087
River Forest,IL,41.895,-87.8194,11489,60305
Mexico,MO,39.1625,-91.8712,11487,65265
New Port Richey East,FL,28.2605,-82.6931,11485,34668 34653
Pontiac,IL,40.8894,-88.6409,11483,61764
Fort Campbell North,KY,36.6631,-87.4764,11483,42223
Leon Valley,TX,29.4954,-98.6143,11479,78238 78240
North Valley,NM,35.1736,-106.6231,11474,87113 87114 87107
Farmington,MI,42.4614,-83.3784,11472,48336 48335 48332 48333
Kings Mountain,NC,35.2349,-81.3501,11472,28086
Citrus Springs,FL,28.9931,-82.4594,11469,34433 34434 34445
Gloucester City,NJ,39.8924,-75.1172,11465,08030
Oak Hills,OR,45.5405,-122.8413,11464,97006 97229
Schiller Park,IL,41.9586,-87.8693,11454,60176
