city,state_id,lat,lng,population,zips
Roseville,CA,38.7703,-121.3196,152438,95661 95747 95678
New Bedford,MA,41.6697,-70.9428,152104,02740 02744 02745 02746 02741 02742
South Lyon,MI,42.4614,-83.6526,151231,48178
Bellevue,WA,47.5951,-122.1535,151199,98004 98005 98006 98007 98008 98009 98015
Fairfield,CA,38.2583,-122.0335,150794,94533 94534 94535
Binghamton,NY,42.1014,-75.9093,150564,13904 13905 13901 13903
Topeka,KS,39.0346,-95.6955,150343,66621 66622 66609 66608 66607 66606 66605 66604 66603 66619 66611 66612 66614 66616 66601 66624 66625 66626 66629 66636 66647 66667 66675 66683 66699
Escondido,CA,33.1348,-117.0723,149913,92029 92025 92026 92027 92030 92033 92046
Joliet,IL,41.5188,-88.1499,149785,60421 60586 60432 60433 60431 60436 60435 60434
Surprise,AZ,33.6815,-112.4515,149519,85361 85388 85387 85374 85378 85379
Naperville,IL,41.748,-88.1659,149424,60540 60563 60564 60565 60567
Pasadena,TX,29.6575,-95.1498,149345,77058 77059 77586 77506 77507 77504 77505 77502 77503 77258 77501 77508
Mesquite,TX,32.7602,-96.5865,148848,75149 75126 75150 75181 75185 75187
Champaign,IL,40.1142,-88.2737,148477,61822 61820 61821 61824 61825 61826
Pomona,CA,34.0585,-117.7626,148391,91766 91767 91768 91769
Houma,LA,29.58,-90.7059,147841,70363 70360 70361
Athens,GA,33.9508,-83.3689,147368,30601 30605 30607 30622 30602 30606 30609 30683 30603 30608
St. George,UT,37.0758,-113.5752,147347,84770 84790 84791
Beaumont,TX,30.0849,-94.1451,146554,77708 77705 77706 77707 77701 77702 77703 77713 77704 77710 77720 77725 77726
Elkhart,IN,41.6916,-85.9627,146511,46514 46517 46516 46515
Lake Charles,LA,30.201,-93.2111,145110,70605 70607 70601 70609 70615 70629 70602 70606 70612 70616
Santa Maria,CA,34.9333,-120.4431,144857,93454 93455 93458
Yuma,AZ,32.5995,-114.5491,144509,85365 85364 85369
Olathe,KS,38.8833,-94.82,143720,66062 66061 66051 66063
Midland,TX,32.0243,-102.1147,143714,79706 79705 79707 79703 79701 79702 79708 79711
Greeley,CO,40.4152,-104.7706,143554,80631 80634 80632 80633 80638 80639
Torrance,CA,33.8346,-118.3416,143499,90277 90501 90503 90505 90504 90507 90508 90509 90510
Thornton,CO,39.9197,-104.9438,142878,80260 80233 80241 80640 80023 80229 80602 80614
Las Cruces,NM,32.3265,-106.7893,142432,88012 88011 88005 88007 88001 87654 88006 88013
Columbia,MO,38.9472,-92.3268,141811,65202 65203 65201 65215 65216 65211 65217 65218 65299
Fullerton,CA,33.8841,-117.9279,141278,92833 92832 92831 92835 92834 92836 92837 92838
Grand Junction,CO,39.0877,-108.5673,141008,81505 81504 81503 81507 81506 81501 81502
Carolina,PR,18.4054,-65.9792,139051,00979 00987 00982 00983 00985 00981 00984 00986 00988
Metairie,LA,29.9977,-90.178,138995,70002 70003 70001 70006 70005 70004 70009 70010 70011 70033 70055
Orange,CA,33.8038,-117.8218,138723,92868 92869 92866 92867 92865 92856 92857 92863 92864
Warren,MI,42.4934,-83.027,138128,48092 48093 48091 48089 48088 48397
West Valley City,UT,40.6886,-112.0123,137955,84119 84120 84128 84118 84125 84126 84127 84130 84131 84170
Hampton,VA,37.0551,-76.363,137334,23666 23664 23651 23605 23663 23661 23667 23668 23669 23665 23681 23670
Pasadena,CA,34.1597,-118.139,136462,91103 91101 91104 91125 91106 91107 91105 91102 91109 91110 91114 91115 91116 91117 91121 91123 91124 91126 91129 91182 91184 91188 91189 91199
Miramar,FL,25.9773,-80.3351,135986,33029 33025 33023 33027
Elizabeth,NJ,40.6658,-74.1913,135887,07208 07202 07201 07206 07207
Stamford,CT,41.1039,-73.5585,135806,06906 06907 06905 06902 06903 06901 06904 06910 06911 06912 06913 06914 06926 06927
Racine,WI,42.7274,-87.8135,135512,53405 53404 53406 53403 53402 53401 53408
Kent,WA,47.3887,-122.2128,135015,98031 98030 98032 98042 98035 98064 98089
Yakima,WA,46.5923,-120.5496,134003,98901 98903 98902 98908 98904 98907
Coral Springs,FL,26.2702,-80.2591,133962,33071 33076 33065 33067 33075 33077
Sterling Heights,MI,42.5809,-83.0305,133473,48310 48313 48312 48314 48311
Billings,MT,45.7891,-108.5526,133173,59106 59105 59102 59101 59104 59107 59108 59115 59116 59117
Bloomington,IL,40.4757,-88.9703,133107,61701 61705 61704 61709 61710 61791
Charleston,WV,38.3484,-81.6322,133045,25387 25305 25304 25303 25302 25301 25311 25314 25317 25321 25322 25323 25324 25325 25326 25327 25328 25329 25330 25331 25332 25333 25334 25335 25336 25337 25338 25339 25350 25364 25375 25392 25396
Carrollton,TX,32.989,-96.8999,132741,75007 75006 75010 75011
Tyler,TX,32.3184,-95.3062,131037,75709 75702 75703 75701 75711 75710 75712 75713 75798 75799
Iowa City,IA,41.6559,-91.5303,129897,52245 52246 52240 52242 52243 52244
Johnson City,TN,36.3406,-82.3806,129818,37614 37615 37601 37604 37602 37605 37684
Santa Clara,CA,37.3646,-121.968,129239,95054 95050 95051 95053 95052 95055 95056
Bellingham,WA,48.7548,-122.469,128737,98229 98225 98226 98228
Norman,OK,35.2335,-97.3471,128714,73019 73026 74857 73072 73070 73071 73069 73068
Coeur d'Alene,ID,47.704,-116.7936,128680,83815 83814 83816
Fort Smith,AR,35.3495,-94.3695,128384,72908 72901 72904 72923 72916 72903 72906 72913 72914 72917 72918 72919
Lewisville,TX,33.0454,-96.9815,128313,75067 75065 75056 75057 75077 75029
Dover,DE,39.161,-75.5202,128045,19902 19901 19904 19905 19906
Yuba City,CA,39.1357,-121.6383,127854,95991 95993
Lehigh Acres,FL,26.612,-81.6388,127391,33936 33973 33972 33971 33976 33974 33970
Abilene,TX,32.4543,-99.7384,127130,79699 79603 79602 79601 79607 79606 79605 79604 79608 79697 79698
Simi Valley,CA,34.2663,-118.749,126503,93065 93063 93062 93094 93099
Pearland,TX,29.5581,-95.3218,125983,77047 77089 77584 77581 77588
Kenosha,WI,42.5865,-87.8773,125807,53144 53140 53142 53143 53141
Arecibo,PR,18.4491,-66.7387,125548,00612 00613 00614
Meridian,ID,43.6116,-116.3977,124865,83642 83646 83680
Round Rock,TX,30.527,-97.6642,124288,78681 78664 78665 78682 78683
Waldorf,MD,38.6085,-76.9194,124186,20601 20603 20602 20675 20695 20604
Temple,TX,31.1068,-97.3891,123932,76501 76502 76504 76508 76533
Lynchburg,VA,37.4003,-79.1909,123662,24515 24504 24502 24503 24501 24505 24506 24513 24514
Rochester,MN,44.0154,-92.478,123252,55902 55903 55901 55906 55904 55905
Logan,UT,41.7399,-111.8422,122915,84321 84322 84341
Arvada,CO,39.832,-105.151,122835,80005 80004 80007 80003 80002 80403 80001 80006
Clovis,CA,36.8278,-119.683,122719,93611 93612 93619 93613 93747
Independence,MO,39.0871,-94.3501,121944,64054 64055 64056 64057 64050 64052 64053 64015 64016 64051
Redding,CA,40.5698,-122.365,120849,96002 96003 96001
Greenville,NC,35.5943,-77.376,120595,28590 27834 27858 27833 27835 27836
Duluth,MN,46.7756,-92.1393,120443,55803 55802 55807 55806 55805 55804 55808 55810 55811 55812 55815 55816
Berkeley,CA,37.8722,-122.276,120223,94708 94707 94705 94704 94703 94702 94709 94710 94720 94701 94712
Boulder,CO,40.0248,-105.2524,120121,80310 80304 80305 80302 80303 80301 80307 80309 80314
Pueblo,CO,38.2701,-104.6114,120020,81004 81005 81003 81001 81008 81002 81010 81011 81012
West Palm Beach,FL,26.7469,-80.132,119508,33411 33412 33417 33409 33407 33405 33401 33402 33422
Burlington,VT,44.4876,-73.2316,118409,05405 05401 05408 05406
Seaside,CA,36.6224,-121.8199,118398,93955
Richardson,TX,32.9716,-96.7093,118269,75081 75080 75082 75045 75083 75085
Cambridge,MA,42.3759,-71.1185,117794,02142 02140 02141 02139 02138 02238 02477
Monroe,LA,32.5185,-92.0774,117507,71212 71209 71203 71202 71201 71207 71210 71213 71217
North Charleston,SC,32.9067,-80.0722,117460,29420 29456 29485 29404 29405 29406 29418 29416 29419 29423
Saginaw,MI,43.4199,-83.9501,117412,48601 48607 48602 48606 48663
Clearwater,FL,27.979,-82.7623,117075,33759 33755 33756 33763 33761 33767 33764 33765 33757 33758 33766 33769
The Woodlands,TX,30.1738,-95.5134,116916,77381 77380 77382 77384 77389 77393
Brandon,FL,27.9367,-82.3,116365,33510 33594 33619 33511 33584 33508 33509 33595
St. Cloud,MN,45.534,-94.1718,116347,56304 56301 56303 56302 56372 56393 56395 56396
West Jordan,UT,40.6024,-112.0008,116277,84088 84081 84084
Broken Arrow,OK,36.038,-95.7806,115919,74014 74011 74012 74013
Harlingen,TX,26.1916,-97.6977,115767,78550 78552 78551 78553
Kailua,HI,21.392,-157.7396,115634,96734
Westminster,CO,39.8837,-105.0624,115546,80030 80031 80234 80005 80003 80021 80020 80035 80036
Gilroy,CA,37.0046,-121.5854,115448,95020
Richmond,CA,37.9477,-122.3389,115396,94801 94530 94803 94804 94805 94806 94802 94807 94808 94850
Mandeville,LA,30.3751,-90.0904,115292,70448 70471 70470
Utica,NY,43.0962,-75.2261,114961,13501 13502 13503 13504 13505 13599
Ponce,PR,18.0127,-66.6212,114940,00728 00717 00716 00730 00732 00733 00734
League City,TX,29.4874,-95.1087,114885,77573 77565 77598 77511 77539 77574 77592
Port Arthur,TX,29.8554,-93.9264,114860,77655 77640 77642 77641 77643
Lowell,MA,42.6389,-71.3217,114799,01851 01850 01852 01854 01853
East Los Angeles,CA,34.0326,-118.1691,114617,90063 90022 90023
Carlsbad,CA,33.1246,-117.2834,114500,92008 92009 92011 92010 92013 92018
Elgin,IL,42.0383,-88.324,114106,60120 60123 60124 60121 60122
Waterloo,IA,42.4918,-92.3522,113832,50707 50703 50702 50701
Leominster,MA,42.5209,-71.7717,113462,01453
Bend,OR,44.0563,-121.3095,113454,97702 97703 97701 97708
Sioux City,IA,42.4959,-96.3901,112823,51106 51104 51105 51103 51101 51108 51109 51111
Gresham,OR,45.5021,-122.4413,112818,97030 97233 97230 97080
Longview,TX,32.5193,-94.7622,112687,75602 75601 75605 75604 75606 75608 75615 75660
Pompano Beach,FL,26.2428,-80.1312,112212,33069 33060 33062 33064 33061 33074 33097
Downey,CA,33.9379,-118.1311,111793,90242 90240 90241 90239
Murrieta,CA,33.5719,-117.1909,111621,92563 92562
Idaho Falls,ID,43.4871,-112.0362,111295,83401 83402 83404 83415
Miami Gardens,FL,25.9433,-80.2426,111264,33014 33169 33055 33056 33054 33269
Everett,WA,47.9525,-122.1669,111083,98207 98204 98203 98201 98208 98206 98213
Holland,MI,42.7677,-86.0984,110905,49423 49422
Costa Mesa,CA,33.6667,-117.9135,110538,92626 92627 92628
Temecula,CA,33.4928,-117.1315,110404,92590 92591 92592 92589 92593
Jacksonville,NC,34.7289,-77.3941,109958,28546 28547 28544 28542 28540 28543 28541 28545
San Buenaventura,CA,34.2741,-119.2314,109900,93004 93001 93003 93002 93005 93006 93007 93009
Sugar Land,TX,29.5935,-95.6358,109735,77498 77478 77479 77487 77496
Chico,CA,39.7578,-121.8161,109411,95973 95926 95928 95929 95927 95976
South Fulton,GA,33.6273,-84.58,109157,30336 30331 30272 30349 30291 30296 30213 30378 31131 31136
Sparks,NV,39.5736,-119.7161,109106,89436 89434 89431 89432 89435
Eau Claire,WI,44.8197,-91.4948,108477,54703 54701 54702
Auburn,AL,32.6087,-85.4903,108327,36849 36832 36830 36831
Dearborn,MI,42.3127,-83.213,107846,48128 48120 48126 48124 48121 48123
Riverview,FL,27.8227,-82.3023,107776,33569 33579 33578 33568
Allen,TX,33.1088,-96.6735,107684,75002 75013
West Covina,CA,34.0555,-117.9113,107436,91792 91791 91790 91793
Centennial,CO,39.5926,-104.8673,107386,80122 80121 80112 80016 80015 80111 80155 80161
Bloomington,IN,39.1637,-86.5257,107262,47405 47408 47401 47403 47404 47406 47407
Sandy Springs,GA,33.9366,-84.3703,107198,30350 30328 30327 30342 30358 31150 31156
El Monte,CA,34.0739,-118.0291,107066,91732 91731 91733 91734 91735
Hillsboro,OR,45.5273,-122.936,107050,97006 97123 97124 97129
Menifee,CA,33.6909,-117.1849,107020,92587 92586 92585 92584 92564
Rio Rancho,NM,35.2873,-106.6982,106533,87121 87124 87144 87174
Davie,FL,26.0789,-80.287,106412,33324 33325 33331 33330 33328 33314 33355
Jurupa Valley,CA,34.001,-117.4706,106244,92509 91752 92519
Columbia,MD,39.2004,-76.859,105871,21044 21045 21046 21029 20588 21150
Inglewood,CA,33.9566,-118.3444,105575,90305 90304 90303 90302 90301 90306 90307 90308 90309 90311 90312
Spokane Valley,WA,47.6626,-117.2346,105460,99206 99016 99212 99216 99037 99211 99213 99215
Renton,WA,47.4784,-122.1918,105279,98059 98058 98057 98056 98055
San Tan Valley,AZ,33.1786,-111.5629,105231,85143 85142 85140 85144
Burbank,CA,34.1879,-118.3235,105165,91506 91504 91505 91502 91501 91503 91507 91508 91510 91521 91522 91523
Brockton,MA,42.0821,-71.0242,105080,02301 02302 02303 02304 02305
El Cajon,CA,32.8017,-116.9604,104909,92020 92021 92019
Rialto,CA,34.1175,-117.3892,103866,92316 92376 92377
San Mateo,CA,37.5522,-122.3121,103555,94404 94401 94402 94403 94497
Goodyear,AZ,33.2614,-112.3622,102891,85139 85338 85326 85395
Charlottesville,VA,38.0375,-78.4855,102802,22908 22901 22902 22903 22904 22905 22906 22909
Lafayette,CO,39.9946,-105.0998,102615,80026
Lee's Summit,MO,38.9171,-94.3816,102583,64086 64082 64064 64063 64081 64002
Edinburg,TX,26.3196,-98.1597,102561,78539 78542 78541
Daly City,CA,37.6862,-122.4685,102560,94015 94014 94016 94017
Wichita Falls,TX,33.9072,-98.5291,102558,76309 76308 76310 76311 76306 76305 76302 76301 76307
Bowling Green,KY,36.9716,-86.4378,102247,42104 42103 42101 42102
Longmont,CO,40.1686,-105.1005,102183,80501 80503 80504
Vacaville,CA,38.3587,-121.9673,102085,95687 95688
Highlands Ranch,CO,39.5419,-104.9708,101437,80129 80126 80130 80163
Quincy,MA,42.2506,-71.0187,101361,02169 02171 02170 02269
Fishers,IN,39.9588,-85.9659,100918,46038 46040 46256 46037 46085
Lynn,MA,42.4781,-70.9664,100905,01905 01904 01902 01901 01903 01910
Norwalk,CA,33.9069,-118.0829,100713,90650 90651 90652
Carmel,IN,39.965,-86.146,100501,46290 46032 46033 46280 46074 46082
Hesperia,CA,34.3975,-117.3147,100141,92345 92344 92340
St. Augustine,FL,29.8976,-81.31,99936,32080 32095 32084
Buckeye,AZ,33.4314,-112.6429,99844,85326 85340 85396
San Angelo,TX,31.4424,-100.4504,99507,76905 76904 76901 76903 76909 76908 76886 76906
Federal Way,WA,47.3091,-122.3358,99232,98023 98003 98063 98093
Bismarck,ND,46.8143,-100.7694,99060,58505 58504 58501 58503 58507
Boca Raton,FL,26.3752,-80.108,98833,33496 33487 33486 33432 33433 33431 33434 33427 33429 33481 33499
New Braunfels,TX,29.6994,-98.1148,98700,78132 78130 78131 78135
Vista,CA,33.1896,-117.2386,98646,92084 92083 92081 92085
Beaverton,OR,45.4779,-122.8168,97502,97006 97225 97003 97005 97007 97008 97075 97076 97077 97079
Portsmouth,VA,36.8468,-76.354,97299,23709 23708 23704 23707 23701 23703 23702 23705
Orem,UT,40.2981,-111.6994,97048,84097 84058 84059 84057
Conroe,TX,30.3238,-95.4824,96976,77384 77301 77303 77304 77305
Suffolk,VA,36.6953,-76.6398,96638,23433 23432 23437 23436 23435 23434 23438 23439
Sunrise,FL,26.1547,-80.2997,96633,33322 33323 33326 33325 33351 33313 33307 33345
Lawrence,KS,38.9597,-95.2642,96380,66045 66044 66047 66046 66049
Arden-Arcade,CA,38.6017,-121.3845,96319,95864 95821 95825 95860 95865 95866
Prescott Valley,AZ,34.598,-112.3185,96190,86327 86315 86314 86312
Middletown,OH,39.5033,-84.3659,95894,45005 45042 45044
San Germán,PR,18.0827,-67.046,95622,00683
Edmond,OK,35.6689,-97.416,95618,73013 73007 73003 73034
Tracy,CA,37.7269,-121.4523,95358,95377 95376 95304
Manteca,CA,37.7927,-121.2264,95347,95337 95336
Kingsport,TN,36.5224,-82.5454,95059,37660 37664 37663 37665 37662 37669
Portsmouth,NH,43.058,-70.7826,94815,03801 03802 03803 03804
Sandy,UT,40.5709,-111.8506,94723,84092 84094 84093 84070 84090 84091
Palm Coast,FL,29.5389,-81.2457,94362,32164 32137 32135 32142 32143
Slidell,LA,30.2887,-89.7828,94220,70460 70458 70459 70469
San Marcos,CA,33.135,-117.1743,94078,92078 92096 92069 92079
Livonia,MI,42.3972,-83.3733,94058,48152 48150 48154 48151 48153
Santa Fe,NM,35.6619,-105.9819,94032,87505 87507 87501 87502 87503 87509
Plantation,FL,26.1259,-80.2617,94002,33322 33323 33324 33325 33317 33313 33388 33318 33329
Atascocita,TX,29.9777,-95.1953,93926,77346 77396
Fall River,MA,41.7136,-71.1015,93764,02724 02723 02720 02721 02717 02790 02747 02722
Compton,CA,33.893,-118.2274,93525,90220 90221 90222 90223
Carson,CA,33.8374,-118.2559,93523,90248 90810 90747 90746 90745 90224 90749 90895
La Crosse,WI,43.8241,-91.2268,93163,54603 54601 54602
Missoula,MT,46.8751,-114.0214,92942,59812 59801 59808 59803 59802
O'Fallon,MO,38.785,-90.7175,92697,63367 63366 63368
Mount Pleasant,SC,32.8537,-79.8203,92662,29466 29464 29465
Roswell,GA,34.0391,-84.3513,92577,30075 30076 30077
Hoover,AL,33.3763,-86.8068,92401,35216 35244 35242 35226 35236 35260
Florence,SC,34.178,-79.7898,92315,29505 29506 29501 29502 29503 29504
Williamsburg,VA,37.2693,-76.7076,91935,23185 23188 23187
South Gate,CA,33.9447,-118.1926,91836,90280
Chino,CA,33.9836,-117.6654,91775,91710 91708
Fort Myers,FL,26.6194,-81.8302,91730,33913 33916 33966 33901 33907 33905 33902 33994
Kirkland,WA,47.697,-122.2057,91614,98039 98033 98034 98083
Santa Monica,CA,34.0235,-118.481,91535,90401 90402 90403 90404 90405 90406 90407 90408 90409 90410 90411
Vineland,NJ,39.4653,-74.9981,91393,08344 08360 08361 08362
Norwalk,CT,41.1144,-73.4215,91375,06854 06855 06850 06851 06853 06852 06856 06857 06858
Alafaya,FL,28.528,-81.1868,90874,32825 32828 32829 32834 32878
Lawton,OK,34.6175,-98.4202,90662,73503 73505 73501 73507 73502 73506
Avondale,AZ,33.3873,-112.3235,90644,85353 85329 85323 85392
Germantown,MD,39.1755,-77.2643,90521,20876 20874 20875
Rapid City,SD,44.0716,-103.2204,90421,57702 57703 57701
Westminster,CA,33.7523,-117.9938,90147,92655 92683 92684 92685
Clifton,NJ,40.863,-74.1575,89247,07014 07013 07012 07011 07015
Waukegan,IL,42.3698,-87.8716,88919,60048 60087 60085 60079
Bloomington,MN,44.8306,-93.3151,88838,55420 55425 55431 55437 55435 55438
Mayagüez,PR,18.2003,-67.1397,88722,00682 00680 00681
San Leandro,CA,37.7074,-122.1599,88531,94578 94579 94577 94622
Newton,MA,42.3316,-71.2085,88504,02464 02466 02461 02460 02462 02468 02465 02467 02459 02458 02456 02495
Joplin,MO,37.0757,-94.5018,88490,64804 64801 64802 64803
Lawrence,MA,42.7002,-71.1626,88297,01843 01840 01841 01842
Springdale,AR,36.1901,-94.1574,87388,72764 72762 72765 72766
Troy,MI,42.5817,-83.1457,87307,48098 48083 48085 48084 48007 48099
Citrus Heights,CA,38.6948,-121.288,87036,95621 95610 95611
Deerfield Beach,FL,26.305,-80.1277,86742,33442 33441 33064 33443
Town 'n' Country,FL,28.0106,-82.5763,86544,33634 33635 33615 33685
Winchester,VA,39.1735,-78.1746,86501,22601 22604
Mission,TX,26.2039,-98.3256,86234,78574 78572
Bryan,TX,30.665,-96.3807,86169,77808 77803 77802 77801 77807 77805 77806
Hawthorne,CA,33.9147,-118.3476,85933,90304 90250 90251 90310
Whittier,CA,33.9678,-118.0188,85925,90603 90606 90602 90601 90605 90607 90608 90609
Livermore,CA,37.6868,-121.7607,85870,94550 94551
Lake Forest,CA,33.6605,-117.6714,85846,92610 92630 92609
San Ramon,CA,37.7624,-121.9365,85734,94582 94583
Melbourne,FL,28.1086,-80.6627,85718,32934 32901 32903 32935 32904 32912 32919 32941
Franklin,TN,35.92,-86.8516,85575,37069 37064 37067 37065 37068
Auburn,WA,47.3039,-122.2108,85455,98001 98002 98092
Port Huron,MI,42.9821,-82.4388,85051,48060 48061
Decatur,IL,39.8557,-88.9342,84629,62522 62523 62521 62526 62524 62525
Baytown,TX,29.7587,-94.9671,84538,77520 77521 77523 77522
Brooklyn Park,MN,45.1112,-93.3505,84349,55444 55429 55428 55443 55445
Springfield,OH,39.93,-83.7959,84309,45503 45501 45506 45505 45504
Newport Beach,CA,33.6151,-117.8668,84304,92662 92663 92660 92661 92625 92657 92658 92659
Westland,MI,42.3192,-83.3805,84155,48185 48186
Newark,OH,40.0706,-82.425,83890,43055 43058 43093
Muncie,IN,40.1989,-85.395,83477,47306 47305 47303 47304 47302 47307
Farmington Hills,MI,42.486,-83.3771,83316,48336 48335 48334 48331
Cicero,IL,41.8445,-87.7593,83223,60804
Buena Park,CA,33.8572,-118.0046,83052,90621 90620 90622 90624
Warwick,RI,41.7062,-71.4334,82871,02818 02886 02889 02888 02887
Hattiesburg,MS,31.3074,-89.317,82730,39401 39402 39406 39403 39407
Cranston,RI,41.7658,-71.4858,82632,02831 02920 02905 02910 02823 02921
Albany,GA,31.5776,-84.1762,82612,31721 31705 31701 31707 31702 31703 31706 31708
Layton,UT,41.077,-111.962,82512,84041 84040
Madera,CA,36.963,-120.0778,82510,93638 93637 93639
Largo,FL,27.9088,-82.7712,82506,33756 33773 33760 33764 33774 33770 33778 33771 33779
Redwood City,CA,37.5025,-122.2253,82423,94065 94062 94063 94061
Mountain View,CA,37.4001,-122.0796,82363,94040 94041 94043 94039 94042
Pine Hills,FL,28.5818,-81.4692,82264,32808 32818 32710 32858 32868 32869
Folsom,CA,38.6668,-121.1422,82140,95630 95671 95763
Silver Spring,MD,39.0028,-77.0207,82129,20910 20912 20901 20903 20907 20911 20997
Johns Creek,GA,34.0333,-84.2027,82115,30022 30097 30005
The Villages,FL,28.9034,-81.9887,82108,32163 32162 32159
Owensboro,KY,37.7575,-87.1172,81734,42301 42303 42304
Napa,CA,38.2975,-122.301,81643,94559 94558 94581
New Rochelle,NY,40.9304,-73.7836,81591,10804 10805 10801 10802
Alhambra,CA,34.084,-118.1355,81483,91803 91801 91802 91804 91896 91899
Cheyenne,WY,41.135,-104.7902,81378,82009 82001 82007 82002 82003
Miami Beach,FL,25.8171,-80.1396,81319,33140 33141 33139 33109 33119 33239
Wenatchee,WA,47.436,-120.3295,81106,98801
Jackson,MI,42.2431,-84.4038,81058,49201 49202 49203
Lehi,UT,40.4136,-111.8725,81039,84043
Anderson,IN,40.0891,-85.6892,80820,46016 46011 46012 46013 46014 46015 46018
Homestead,FL,25.4665,-80.4472,80725,33033 33030 33035
Florence,AL,34.8303,-87.6655,80720,35632 35633 35630 35631
Rancho Cordova,CA,38.5737,-121.2527,80656,95742 95670 95827 95741
Morgantown,WV,39.6383,-79.9464,80626,26501 26505 26506 26504
Boynton Beach,FL,26.5281,-80.0811,80601,33426 33436 33435 33474
Somerville,MA,42.3908,-71.1014,80549,02144 02145 02143
North Port,FL,27.0576,-82.1977,80512,34286 34287 34293 34223 34291 34288 34289 34290
Lakewood,CA,33.8471,-118.1222,80510,90715 90712 90713 90711 90714
Salisbury,MD,38.3756,-75.5865,80352,21801 21804
South Jordan,UT,40.557,-111.9784,80331,84095 84009
Parma,OH,41.3843,-81.7286,80131,44134 44130 44129
Pharr,TX,26.1685,-98.1904,79809,78577
State College,PA,40.7909,-77.8567,79803,16802 16803 16801 16804 16805
Plymouth,MN,45.0225,-93.4617,79526,55442 55441 55447 55446
Turlock,CA,37.5053,-120.8588,79394,95380 95382 95381
Davis,CA,38.5553,-121.737,79355,95618 95616 95617
Perris,CA,33.7898,-117.2233,79349,92570 92571 92572 92599
Jonesboro,AR,35.8212,-90.6791,79187,72467 72401 72404 72405 72402 72403
Tustin,CA,33.7311,-117.8107,79035,92780 92782 92623 92781
Terre Haute,IN,39.466,-87.3751,78940,47804 47807 47802 47803 47809 47801 47808
Upland,CA,34.1178,-117.6604,78940,91784 91786 91785
Georgetown,TX,30.666,-97.6966,78803,78633 78626 78628 78627
Texarkana,TX,33.45,-94.0847,78541,75501 75503 75599
Kendall,FL,25.6697,-80.3556,78527,33173 33176 33156 33116 33256 33283 33296
Pasco,WA,46.2506,-119.1305,78446,99301 99302
Milpitas,CA,37.4336,-121.8921,78216,95035
Carmichael,CA,38.6318,-121.3263,78070,95841 95628 95608 95609
Chino Hills,CA,33.9508,-117.7254,78024,91709
Flower Mound,TX,33.0343,-97.1146,77886,75022 75028 75027
Flagstaff,AZ,35.1872,-111.6194,77868,86001 86011 86005 86004 86002
Alton,IL,38.9037,-90.152,77583,62018 62002
Pleasanton,CA,37.6663,-121.8805,77500,94566 94588
Cedar Park,TX,30.5105,-97.8197,77474,78613 78630
Bellflower,CA,33.888,-118.1271,77396,90706 90707
Loveland,CO,40.4166,-105.0623,77350,80538 80537 80539
Mansfield,OH,40.7656,-82.5275,77137,44905 44906 44907 44901 44902 44903
Hammond,IN,41.6168,-87.4909,77098,46394 46323 46320 46327 46324 46325
Bethlehem,PA,40.6266,-75.3679,77069,18015 18017 18018 18016 18025
Woodbury,MN,44.9057,-92.923,76945,55129 55125
Alameda,CA,37.7668,-122.267,76876,94502 94501
Wyoming,MI,42.8908,-85.7066,76865,49509 49418 49519 49548 49528
Schaumburg,IL,42.0308,-88.0838,76780,60193 60195 60194 60173 60168 60196
Castle Rock,CO,39.3763,-104.8535,76614,80104 80108 80109
Evanston,IL,42.0464,-87.6943,76552,60201 60202 60208 60204
Doral,FL,25.8152,-80.3565,76490,33178 33172 33122 33126 33166 33191
St. Joseph,MO,39.7598,-94.821,76484,64503 64501 64507 64506 64504 64505 64502 64508
Valdosta,GA,30.8502,-83.2788,76393,31698 31602 31601 31605 31603 31604
Wausau,WI,44.962,-89.6459,76386,54401 54403
Pocatello,ID,42.8724,-112.4647,76370,83209 83204 83201 83205 83206
Elizabethtown,KY,37.7031,-85.8773,76363,42701 42702
Anniston,AL,33.6712,-85.8135,76228,36201 36206 36207 36205 36204
Arlington Heights,IL,42.0955,-87.9826,76220,60005 60004
Rochester Hills,MI,42.6645,-83.1563,76086,48306 48307 48309
Southfield,MI,42.4765,-83.2605,76025,48033 48034 48075 48076 48037 48086
Daytona Beach,FL,29.1995,-81.0982,75924,32124 32117 32114 32118 32119 32115 32116 32120 32121 32126 32198
Pittsburg,CA,38.0182,-121.8965,75868,94565
Oshkosh,WI,44.0227,-88.5619,75850,54985 54904 54901 54902 54903 54906
Redmond,WA,47.6763,-122.1169,75721,98052 98073
Saratoga Springs,NY,43.0674,-73.7775,75599,12866
Apple Valley,CA,34.5352,-117.2109,75478,92308 92307
Mansfield,TX,32.569,-97.1213,75398,76063
Pawtucket,RI,41.8744,-71.3743,75280,02861 02860 02862
Missouri City,TX,29.563,-95.5365,75234,77489 77545 77071 77459
Broomfield,CO,39.9542,-105.0526,75110,80023 80021 80020 80516 80038
Janesville,WI,42.6854,-89.0135,74640,53545 53546 53548 53547
San Marcos,TX,29.8734,-97.9356,74469,78666 78656 78667
Camarillo,CA,34.223,-119.0321,74210,93012 93010 93011
Jackson,TN,35.6538,-88.8354,74049,38305 38301 38303 38314
Dothan,AL,31.2336,-85.407,74002,36303 36301 36305 36321 36302 36304
Sherman,TX,33.6273,-96.6221,73984,75092 75090 75091
Lauderhill,FL,26.1605,-80.2241,73961,33351 33313 33311 33319 33083
Harrisonburg,VA,38.4362,-78.8735,73926,22801 22802 22807 22803
